ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
962313697,2022-12-04 14:51:11,2022-12-04 14:51:45,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Leland,Unknown,male,16 - 17,2006,At least once a month,Several times a year,At least once a week,Never,At least once a month,Once a year or less,Once a year or less,single,two,high_school,student,other,white,middle_i,en,product_manager,fivehundrendsone_to_thousand,,28451,South,South Atlantic,7,550,Wilmington,2.08,
1214710084,2022-11-28 21:17:37,2022-11-28 21:18:27,Apple,iOS,Audience 1,US,North Carolina,"Harnett, North Carolina, United States",Erwin,Unknown,male,16 - 17,2005,At least once a week,At least once a month,Once a year or less,At least once a month,At least once a month,Several times a year,Once a year or less,single,zero,high_school,student,arts_entertainment_or_recreation,hispanic,high_ii,en,sales_staff,twentysix_to_fifty,27330 US,28339,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),2.08,
-1574824196,2022-11-28 18:01:58,2022-11-28 18:02:40,Unknown,Web,Audience 1,US,North Carolina,"Wilson, North Carolina, United States",Wilson,Unknown,female,> 54,1950,Never,At least once a week,Never,Never,Never,Never,Never,divorced,six_or_more,high_school,retired,homemaker,white,lower_i,en,owner_partner,two_to_five,27542 US,27893,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),2.0,
-1574821587,2022-11-29 02:36:59,2022-11-29 02:37:32,Unknown,Web,Audience 1,US,North Carolina,"Lenoir, North Carolina, United States",Kinston,Unknown,female,45 - 54,1971,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,single,two,vocational_technical_college,unemployed_not_looking,retail,white,lower_i,en,administrative_clerical,fivehundrendsone_to_thousand,28504 US,28504,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.18,
196679625,2022-11-28 17:19:09,2022-11-28 17:22:44,Apple,iOS,Audience 1,US,North Carolina,"Rowan, North Carolina, United States",Salisbury,Unknown,female,35 - 44,1986,Never,Never,At least once a month,Several times a year,At least once a week,At least once a month,Never,single,one,high_school,unemployed_looking,other,black,lower_i,en,other_non_management,do_not_work,38105 US,28147,South,South Atlantic,13,517,Charlotte,0.59,
-913644687,2022-12-06 13:30:03,2022-12-06 13:30:34,Unknown,Web,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,male,35 - 44,1981,At least once a month,At least once a week,At least once a week,Several times a year,At least once a week,At least once a week,At least once a week,married,two,high_school,employed_for_wages,other,white,middle_i,en,other_non_management,greater_than_fivethousands,28306 US,28306,South,South Atlantic,9,550,Wilmington,0.67,
-833180125,2022-12-01 04:33:59,2022-12-01 04:34:31,Unknown,Web,Audience 1,US,North Carolina,"Carteret, North Carolina, United States",Morehead City,Unknown,female,25 - 34,1989,At least once a month,At least once a week,Once a year or less,Once a year or less,Several times a year,At least once a month,Several times a year,married,one,middle_school,homemaker,homemaker,white,lower_ii,en,not_work,do_not_work,28516 US,28557,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.57,
-802764515,2022-11-28 22:57:38,2022-11-28 22:58:14,Unknown,Web,Audience 1,US,North Carolina,"Macon, North Carolina, United States",Franklin,Unknown,male,35 - 44,1986,At least once a month,Several times a year,At least once a week,Once a year or less,At least once a month,Once a year or less,At least once a month,single,two,high_school,employed_for_wages,construction,white,lower_ii,en,chief_technical_officer,fiftyone_to_hundrend,28734 US,28734,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.71,
-802698392,2022-11-28 16:18:32,2022-11-28 16:19:12,Unknown,Web,Audience 1,US,North Carolina,"Yadkin, North Carolina, United States",Yadkinville,Unknown,female,45 - 54,1975,At least once a week,At least once a month,Several times a year,Once a year or less,Several times a year,Once a year or less,At least once a month,married,one,high_school,employed_for_wages,transportation_and_warehousing,white,middle_ii,en,prefer_not_to_say,prefer_not_to_say,27055 US,27055,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.7,
-775796897,2022-11-28 17:28:43,2022-11-28 17:29:11,Unknown,Web,Audience 1,US,North Carolina,"Union, North Carolina, United States",Wingate,Unknown,male,18 - 24,2002,At least once a month,Several times a year,Several times a year,Once a year or less,Several times a year,At least once a month,Several times a year,prefer_not_to_say,zero,high_school,unable_to_work,other,white,middle_i,en,prefer_not_to_say,do_not_work,28174 US,28174,South,South Atlantic,9,517,Charlotte,0.58,
-771362847,2022-11-28 20:01:04,2022-11-28 20:02:21,Unknown,Web,Audience 1,US,North Carolina,"Pender, North Carolina, United States",Hampstead,Unknown,male,> 54,1946,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,married,zero,postgraduate,retired,other,white,high_iii,en,other_non_management,one,28443 US,28443,South,South Atlantic,7,550,Wilmington,2.16,
-746339519,2022-11-29 15:50:24,2022-11-29 15:50:44,Unknown,Web,Audience 1,US,North Carolina,"Buncombe, North Carolina, United States",Asheville,Unknown,male,25 - 34,1993,At least once a week,At least once a month,Several times a year,At least once a month,At least once a week,At least once a week,Several times a year,married,zero,university,employed_for_wages,information_services_and_data,white,middle_ii,en,project_management,thousandone_to_fivethousands,30324 US,28806,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.69,
1403425505,2022-11-28 20:11:47,2022-11-28 20:12:19,Unknown,Web,Audience 1,US,North Carolina,"Moore, North Carolina, United States",Pinehurst,Unknown,female,18 - 24,2001,At least once a month,Once a year or less,Never,At least once a week,Never,Never,At least once a week,single,zero,high_school,student,other,asian,middle_ii,en,chief_financial_officer,do_not_work,,28374,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.48,
-952161319,2022-11-28 18:05:30,2022-11-28 18:05:55,Unknown,iOS,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Mount Holly,Unknown,female,45 - 54,1977,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,living_with_partner,zero,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,faculty_staff,fivehundrendsone_to_thousand,28120 US,28120,South,South Atlantic,10,517,Charlotte,0.7,
-405323144,2022-11-28 16:24:39,2022-11-28 16:25:04,Unknown,Android,Audience 1,US,North Carolina,"Rutherford, North Carolina, United States",Spindale,Unknown,female,35 - 44,1980,At least once a month,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,At least once a month,living_with_partner,zero,high_school,unemployed_looking,homemaker,white,lower_i,en,other_non_management,do_not_work,28139 US,28160,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,0.55,
479264588,2022-11-28 16:03:50,2022-11-28 16:04:27,Unknown,iOS,Audience 1,US,North Carolina,"Craven, North Carolina, United States",New Bern,Unknown,male,35 - 44,1984,Once a year or less,At least once a week,Once a year or less,At least once a week,At least once a month,Once a year or less,Several times a year,married,one,university,self_employed,agriculture_forestry_fishing_or_hunting,white,lower_ii,en,faculty_staff,twentysix_to_fifty,28504 US,28562,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.71,
-1534192800,2022-11-28 19:18:35,2022-11-28 19:19:21,Apple,iOS,Audience 1,US,North Carolina,"Wayne, North Carolina, United States",Dudley,Unknown,female,18 - 24,1998,At least once a week,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,Several times a year,living_with_partner,one,high_school,employed_for_wages,manufacturing_other,multiracial,lower_ii,"en,es",other_non_management,greater_than_fivethousands,28365 US,28333,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),0.84,
-805246552,2022-11-28 16:50:15,2022-11-28 16:50:58,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Bolivia,Unknown,male,> 54,1958,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,married,one,postgraduate,employed_for_wages,education,white,middle_ii,en,not_work,fiftyone_to_hundrend,28469 US,28422,South,South Atlantic,7,550,Wilmington,3.33,
-1325904002,2022-11-28 19:30:50,2022-11-28 19:31:15,Unknown,Web,Audience 1,US,North Carolina,"Lenoir, North Carolina, United States",Kinston,Unknown,female,25 - 34,1991,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,single,two,university,self_employed,human_resources,other,middle_ii,en,middle_management,twohundrendfiftyone_to_fivehundrends,27834 US,28501,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.57,
-898111748,2022-12-05 18:38:23,2022-12-05 18:38:51,Unknown,iOS,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,male,25 - 34,1990,At least once a week,At least once a month,At least once a month,Several times a year,Several times a year,At least once a week,At least once a week,living_with_partner,one,high_school,employed_for_wages,shipping_distribution,white,lower_ii,en,faculty_staff,greater_than_fivethousands,28306 US,28306,South,South Atlantic,9,550,Wilmington,0.69,
1306610528,2022-11-28 20:02:14,2022-11-28 20:02:31,Unknown,iOS,Audience 1,US,North Carolina,"Harnett, North Carolina, United States",Lillington,Unknown,male,25 - 34,1997,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,Never,At least once a week,single,one,high_school,unemployed_looking,finance_and_insurance,black,lower_i,en,owner_partner,twentysix_to_fifty,28334 US,27546,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),1.02,
-1860183702,2022-11-28 20:09:58,2022-11-28 20:10:29,Unknown,Web,Audience 1,US,North Carolina,"McDowell, North Carolina, United States",Marion,Unknown,female,25 - 34,1995,At least once a week,At least once a month,Never,At least once a month,At least once a month,At least once a month,Once a year or less,married,two,high_school,employed_for_wages,advertising,white,middle_i,en,business_administrator,hundrendone_to_twohundrendsfifty,28752 US,28752,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.84,
-1063250309,2022-11-28 16:17:51,2022-11-28 16:18:19,Unknown,Web,Audience 1,US,North Carolina,"Catawba, North Carolina, United States",Hickory,Unknown,female,45 - 54,1975,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,married,zero,vocational_technical_college,employed_for_wages,personal_services,white,lower_i,en,other_non_management,one,28645 US,28601,South,South Atlantic,11,517,Charlotte,0.7,
-1034555773,2022-11-28 16:54:56,2022-11-28 16:55:21,Apple,iOS,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Concord,Unknown,female,45 - 54,1975,At least once a week,At least once a month,At least once a week,Several times a year,At least once a week,At least once a month,At least once a week,married,three,postgraduate,homemaker,homemaker,white,middle_i,en,other_non_management,do_not_work,28075 US,28027,South,South Atlantic,8,517,Charlotte,0.7,
-949658251,2022-11-29 00:58:24,2022-11-29 00:58:57,Unknown,Web,Audience 1,US,North Carolina,"Haywood, North Carolina, United States",Waynesville,Unknown,male,45 - 54,1974,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,zero,high_school,employed_for_wages,manufacturing_other,white,lower_ii,en,supervisor,hundrendone_to_twohundrendsfifty,28751 US,28786,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.84,
-947093185,2022-11-29 14:07:28,2022-11-29 14:08:08,Unknown,Web,Audience 1,US,North Carolina,"Pender, North Carolina, United States",Hampstead,Unknown,male,18 - 24,2003,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,married,two,high_school,employed_for_wages,transportation_and_warehousing,white,lower_i,en,prefer_not_to_say,six_to_ten,28443 US,28443,South,South Atlantic,7,550,Wilmington,0.58,
-831473569,2022-11-28 22:58:00,2022-11-28 22:58:25,Unknown,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Leland,Unknown,male,45 - 54,1970,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,two,university,employed_for_wages,agriculture_forestry_fishing_or_hunting,white,middle_ii,en,senior_management,twentysix_to_fifty,28461 US,28451,South,South Atlantic,7,550,Wilmington,1.43,
-1870411375,2022-11-28 17:40:49,2022-11-28 17:41:53,Unknown,Android,Audience 1,US,North Carolina,"Martin, North Carolina, United States",Williamston,Unknown,male,45 - 54,1971,At least once a week,At least once a week,At least once a month,Several times a year,Several times a year,Several times a year,At least once a week,single,zero,university,unemployed_not_looking,other,black,lower_i,en,not_work,do_not_work,27834 US,27892,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.43,
