ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
766163461,2022-11-28 18:16:44,2022-11-28 18:17:06,Unknown,Web,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Gastonia,Unknown,male,45 - 54,1970,Several times a year,At least once a month,Never,At least once a week,At least once a week,At least once a week,At least once a month,married,two,postgraduate,employed_for_wages,marketing_sales,white,middle_ii,en,product_manager,greater_than_fivethousands,28056 US,28056,South,South Atlantic,10,517,Charlotte,1.43,
766377760,2022-11-29 01:53:10,2022-11-29 01:53:29,Unknown,Web,Audience 1,US,North Carolina,"Davidson, North Carolina, United States",Thomasville,Unknown,female,35 - 44,1979,At least once a week,At least once a week,Several times a year,At least once a week,At least once a week,At least once a week,At least once a week,married,zero,postgraduate,employed_for_wages,education,white,middle_i,en,middle_management,greater_than_fivethousands,27360 US,27360,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.55,
768106597,2022-11-28 18:51:32,2022-11-28 18:51:43,Unknown,Web,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Greenville,Unknown,female,25 - 34,1996,Several times a year,Several times a year,At least once a month,At least once a month,At least once a week,Several times a year,Several times a year,living_with_partner,four,high_school,unemployed_looking,broadcasting,black,middle_i,en,middle_management,eleven_to_twentyfive,27962 US,27858,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
794822524,2022-11-30 10:03:08,2022-11-30 10:03:34,Unknown,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Supply,Unknown,female,25 - 34,1997,At least once a week,At least once a week,Once a year or less,Several times a year,Several times a year,Several times a year,Several times a year,living_with_partner,zero,high_school,unemployed_looking,security,white,lower_ii,en,not_work,do_not_work,28470 US,28462,South,South Atlantic,7,550,Wilmington,0.84,
880799104,2022-11-30 12:48:16,2022-11-30 12:48:47,Unknown,Web,Audience 1,US,North Carolina,"Macon, North Carolina, United States",Franklin,Unknown,male,45 - 54,1972,At least once a week,At least once a month,Several times a year,At least once a month,At least once a week,At least once a week,At least once a week,married,zero,high_school,employed_for_wages,hotel_and_food_services,white,lower_ii,"en,es",owner_partner,two_to_five,28734 US,28734,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.43,
910327712,2022-11-29 01:41:36,2022-11-29 01:41:57,Unknown,Web,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Greenville,Unknown,female,45 - 54,1975,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,zero,university,employed_for_wages,government_and_public_administration,white,middle_i,en,administrative_clerical,fivehundrendsone_to_thousand,28580 US,27834,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.7,
5684087,2022-11-28 17:15:30,2022-11-28 17:16:08,Unknown,iOS,Audience 1,US,North Carolina,"Haywood, North Carolina, United States",Waynesville,Unknown,male,35 - 44,1986,At least once a month,At least once a week,At least once a month,At least once a month,At least once a month,Several times a year,Several times a year,separated,two,high_school,self_employed,construction,white,lower_i,en,owner_partner,six_to_ten,28721 US,28786,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.71,
-474091885,2022-11-28 19:24:52,2022-11-28 19:25:33,Apple,Web,Audience 1,US,North Carolina,"Jackson, North Carolina, United States",Sylva,Unknown,male,> 54,1964,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,single,two,vocational_technical_college,employed_for_wages,manufacturing_other,white,lower_i,en,supervisor,hundrendone_to_twohundrendsfifty,28801 US,28779,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.93,
-1668741313,2022-11-28 20:29:23,2022-11-28 20:29:50,Unknown,Web,Audience 1,US,North Carolina,"Wayne, North Carolina, United States",Goldsboro,Unknown,female,45 - 54,1976,At least once a week,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,At least once a week,married,two,university,student,education,white,high_ii,en,other_non_management,do_not_work,27534 US,27534,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),0.7,
-540716953,2022-11-29 00:52:19,2022-11-29 00:53:11,Samsung,Android,Audience 1,US,North Carolina,"Randolph, North Carolina, United States",Asheboro,AT&T,female,> 54,1959,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,At least once a week,married,four,high_school,retired,homemaker,white,middle_i,en,other_non_management,do_not_work,27316 US,27203,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,2.24,
1053975355,2022-11-28 17:39:23,2022-11-28 17:39:50,Apple,iOS,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Kannapolis,Unknown,female,35 - 44,1983,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,At least once a month,Several times a year,married,one,high_school,employed_for_wages,education,white,middle_i,en,other_non_management,two_to_five,28023 US,28081,South,South Atlantic,8,517,Charlotte,0.55,
-776564253,2022-11-29 21:58:32,2022-11-29 21:58:58,Unknown,iOS,Audience 1,US,North Carolina,"Lenoir, North Carolina, United States",Kinston,Unknown,female,18 - 24,2003,At least once a month,At least once a month,Several times a year,Never,At least once a month,At least once a week,Never,single,zero,university,other,other,black,lower_i,"en,es",not_work,do_not_work,28504 US,28504,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.48,
-1723882381,2022-11-30 03:11:07,2022-11-30 03:11:31,Unknown,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Ocean Isle Beach,Unknown,female,25 - 34,1994,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,At least once a month,Several times a year,single,zero,university,unemployed_looking,other,arab,middle_i,en,owner_partner,one,27606 US,28469,South,South Atlantic,7,550,Wilmington,0.84,
-584317241,2022-11-28 16:10:25,2022-11-28 16:11:24,Unknown,Web,Audience 1,US,North Carolina,"Catawba, North Carolina, United States",Hickory,Unknown,female,35 - 44,1980,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,At least once a month,separated,one,postgraduate,self_employed,retail,asian,lower_ii,en,prefer_not_to_say,greater_than_fivethousands,28601 US,28601,South,South Atlantic,11,517,Charlotte,0.55,
-1309310932,2022-11-29 08:58:29,2022-11-29 08:59:00,Unknown,Android,Audience 1,US,North Carolina,"Mitchell, North Carolina, United States",Spruce Pine,Unknown,female,25 - 34,1997,At least once a week,At least once a week,Never,Several times a year,At least once a month,Several times a year,Several times a year,living_with_partner,one,university,homemaker,other,white,lower_i,en,not_work,do_not_work,28714 US,28777,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.84,
-756718307,2022-11-28 21:04:06,2022-11-28 21:04:57,Unknown,Android,Audience 1,US,North Carolina,"Buncombe, North Carolina, United States",Asheville,Unknown,female,35 - 44,1984,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,divorced,six_or_more,university,employed_for_wages,finance_and_insurance,white,middle_ii,en,director,fivehundrendsone_to_thousand,28805 US,28803,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.59,
760027772,2022-11-28 18:35:25,2022-11-28 18:35:50,Unknown,Android,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Elon,Unknown,female,25 - 34,1996,At least once a week,At least once a week,Several times a year,Several times a year,Several times a year,At least once a week,At least once a week,living_with_partner,zero,university,unemployed_looking,other,white,middle_ii,en,not_work,do_not_work,27244 US,27244,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.84,
353604188,2022-11-28 15:58:06,2022-11-28 15:58:44,Unknown,iOS,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Fuquay-Varina,Unknown,female,45 - 54,1976,At least once a month,At least once a month,At least once a month,At least once a month,Several times a year,At least once a month,At least once a month,married,one,university,homemaker,other,white,high_iii,en,not_work,do_not_work,27526 US,27526,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),0.7,
-485906704,2022-11-28 17:03:18,2022-11-28 17:03:43,Apple,iOS,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Gastonia,Unknown,female,18 - 24,2000,Several times a year,Several times a year,Several times a year,At least once a month,Several times a year,Several times a year,Several times a year,single,zero,high_school,self_employed,shipping_distribution,white,prefer_not_to_say,en,owner_partner,six_to_ten,28052 US,28052,South,South Atlantic,10,517,Charlotte,0.48,
1394680550,2022-11-28 16:28:58,2022-11-28 16:29:26,Apple,iOS,Audience 1,US,North Carolina,"Union, North Carolina, United States",Monroe,Unknown,female,16 - 17,2006,At least once a month,At least once a month,At least once a month,Once a year or less,Several times a year,At least once a week,At least once a week,single,zero,university,student,personal_services,white,middle_ii,en,sales_staff,twentysix_to_fifty,28371 US,28110,South,South Atlantic,9,517,Charlotte,1.72,
-1595840863,2022-11-29 01:34:25,2022-11-29 01:34:43,Samsung,Android,Audience 1,US,North Carolina,"Wilkes, North Carolina, United States",North Wilkesboro,Carolina West Wireless,female,35 - 44,1985,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,married,one,middle_school,homemaker,homemaker,white,lower_i,en,prefer_not_to_say,do_not_work,28659 US,28659,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.59,
1558324486,2022-11-28 20:53:34,2022-11-28 20:56:19,Apple,iOS,Audience 1,US,North Carolina,"Ashe, North Carolina, United States",Jefferson,Unknown,female,45 - 54,1975,Once a year or less,At least once a week,Never,Never,Never,Never,Never,married,zero,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,middle_ii,en,prefer_not_to_say,prefer_not_to_say,27049 US,28640,South,South Atlantic,5,517,Charlotte,0.7,
-1955196626,2022-12-03 06:19:42,2022-12-03 06:20:15,Apple,iOS,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Winterville,Unknown,male,16 - 17,2006,At least once a month,At least once a week,At least once a week,Once a year or less,At least once a month,At least once a week,At least once a month,single,zero,university,unemployed_looking,utilities,black,lower_ii,en,supply_manager,eleven_to_twentyfive,27858 US,28590,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,2.08,
-768110894,2022-11-28 16:43:47,2022-11-28 16:44:14,Unknown,Web,Audience 1,US,North Carolina,"Burke, North Carolina, United States",Morganton,Unknown,male,35 - 44,1978,Never,Never,Never,At least once a week,At least once a month,Several times a year,At least once a week,single,zero,high_school,unemployed_looking,other,white,lower_i,en,prefer_not_to_say,two_to_five,28655 US,28655,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.84,
356071002,2022-11-28 22:08:28,2022-11-28 22:08:54,Unknown,Web,Audience 1,US,North Carolina,"Carteret, North Carolina, United States",Beaufort,Unknown,female,35 - 44,1982,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,married,two,university,employed_for_wages,finance_and_insurance,white,high_iii,en,sales_staff,fiftyone_to_hundrend,28516 US,28516,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.55,
-1841252830,2022-11-28 19:18:41,2022-11-28 19:19:21,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",High Point,Unknown,male,> 54,1958,At least once a week,At least once a week,Once a year or less,At least once a month,At least once a week,Several times a year,At least once a month,single,three,high_school,retired,manufacturing_computer_and_electronics,white,middle_i,en,supervisor,fivehundrendsone_to_thousand,27370 US,27263,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,3.33,
-1757366368,2022-11-28 22:09:43,2022-11-28 22:10:18,Unknown,Web,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Gastonia,Unknown,female,45 - 54,1973,At least once a week,At least once a week,Several times a year,Several times a year,At least once a month,Several times a year,At least once a month,married,zero,postgraduate,employed_for_wages,health_care_and_social_assistance,white,high_iii,en,other_non_management,fivehundrendsone_to_thousand,28056 US,28052,South,South Atlantic,10,517,Charlotte,1.18,
-1675882249,2022-11-28 18:05:43,2022-11-28 18:06:14,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Wake Forest,Unknown,female,> 54,1957,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,married,zero,university,retired,other,white,middle_i,en,prefer_not_to_say,do_not_work,27525 US,27587,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),2.76,
-757869541,2022-11-30 23:02:25,2022-11-30 23:02:53,Unknown,Web,Audience 1,US,North Carolina,"Bladen, North Carolina, United States",Elizabethtown,Unknown,male,35 - 44,1985,Never,At least once a week,At least once a week,At least once a week,At least once a month,Once a year or less,At least once a week,single,zero,high_school,self_employed,transportation_and_warehousing,white,high_i,en,owner_partner,greater_than_fivethousands,27612 US,28337,South,South Atlantic,9,550,Wilmington,0.71,
-38688019,2022-11-29 08:37:25,2022-11-29 08:42:42,Unknown,Web,Audience 1,US,North Carolina,"McDowell, North Carolina, United States",Marion,Unknown,female,45 - 54,1976,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,one,high_school,homemaker,homemaker,white,middle_i,en,prefer_not_to_say,do_not_work,28752 US,28752,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.7,
-1920538234,2022-11-28 16:10:09,2022-11-28 16:10:57,Unknown,iOS,Audience 1,US,North Carolina,"Johnston, North Carolina, United States",Smithfield,Unknown,female,18 - 24,1998,At least once a week,At least once a week,Several times a year,At least once a month,At least once a month,At least once a month,At least once a month,living_with_partner,zero,university,employed_for_wages,health_care_and_social_assistance,white,lower_i,en,faculty_staff,fivehundrendsone_to_thousand,27520 US,27577,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),0.84,
443798772,2022-11-28 20:51:13,2022-11-28 20:51:33,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Jacksonville,Unknown,male,35 - 44,1978,At least once a week,At least once a week,At least once a month,Once a year or less,At least once a week,At least once a month,At least once a month,single,zero,university,employed_for_wages,transportation_and_warehousing,white,lower_ii,en,middle_management,hundrendone_to_twohundrendsfifty,01887 US,28540,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
445857938,2022-11-28 20:41:31,2022-11-28 20:42:03,Unknown,Web,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Burlington,Unknown,female,18 - 24,2000,At least once a week,At least once a week,At least once a month,Several times a year,At least once a week,At least once a week,At least once a month,single,zero,university,employed_for_wages,telecommunications,black,high_i,en,supervisor,hundrendone_to_twohundrendsfifty,27217 US,27215,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.48,
1761343900,2022-11-28 20:12:23,2022-11-28 20:13:10,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Cary,Unknown,female,> 54,1951,At least once a week,At least once a month,At least once a month,Several times a year,At least once a week,At least once a month,At least once a week,married,zero,university,retired,finance_and_insurance,white,middle_i,en,administrative_clerical,do_not_work,27519 US,27513,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),2.0,
-1561249956,2022-11-30 13:02:47,2022-11-30 13:03:33,Unknown,Web,Audience 1,US,North Carolina,"Pender, North Carolina, United States",Rocky Point,Unknown,female,45 - 54,1973,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,married,five,high_school,employed_for_wages,shipping_distribution,black,lower_i,en,other_non_management,prefer_not_to_say,28457 US,28457,South,South Atlantic,7,550,Wilmington,1.18,
1501206072,2022-12-06 15:14:02,2022-12-06 15:14:15,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Leland,Unknown,male,35 - 44,1980,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,married,three,university,employed_for_wages,scientific_or_technical_services,white,middle_ii,en,director,thousandone_to_fivethousands,28451 US,28451,South,South Atlantic,7,550,Wilmington,0.67,
-754742335,2022-11-28 17:22:14,2022-11-28 17:22:54,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Raleigh,Unknown,female,> 54,1964,Once a year or less,At least once a week,At least once a week,At least once a week,Once a year or less,At least once a week,At least once a week,married,three,high_school,unable_to_work,other,white,lower_i,en,prefer_not_to_say,do_not_work,27529 US,27603,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),1.6,
99303084,2022-11-28 23:35:55,2022-11-28 23:36:35,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",Whitsett,Unknown,female,> 54,1949,At least once a month,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,widowed,five,vocational_technical_college,retired,health_care_and_social_assistance,white,middle_i,en,other_non_management,do_not_work,27301 US,27377,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,2.0,
562252557,2022-11-28 19:09:59,2022-11-28 19:10:25,Unknown,iOS,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Hubert,Unknown,female,25 - 34,1988,At least once a month,At least once a month,Several times a year,At least once a week,At least once a week,At least once a week,Several times a year,married,two,university,employed_for_wages,finance_and_insurance,asian,high_i,en,other_non_management,fiftyone_to_hundrend,23454 US,28539,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.59,
1073554437,2022-11-28 17:39:12,2022-11-28 17:39:50,Unknown,Web,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,male,45 - 54,1977,Several times a year,At least once a month,At least once a month,At least once a week,At least once a week,At least once a month,At least once a week,married,two,postgraduate,employed_for_wages,utilities,white,middle_ii,"en,fr",craftsman,twentysix_to_fifty,28311 US,28304,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.84,
-1212703721,2022-11-28 19:52:16,2022-11-28 19:52:32,Unknown,Android,Audience 1,US,North Carolina,"Buncombe, North Carolina, United States",Asheville,Unknown,female,> 54,1961,Several times a year,Several times a year,Once a year or less,Once a year or less,Several times a year,Several times a year,Several times a year,married,two,university,homemaker,homemaker,hispanic,lower_i,en,owner_partner,do_not_work,28715 US,28806,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.24,
98955472,2022-12-01 19:29:24,2022-12-01 19:29:54,Unknown,Web,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Marine Corps Base Camp Lejeune,Unknown,male,18 - 24,1999,At least once a week,Never,At least once a month,At least once a week,Never,Never,Once a year or less,living_with_partner,one,middle_school,unemployed_not_looking,processing,white,middle_ii,"en,es",technical_staff,do_not_work,,28547,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.58,
-550796309,2022-11-28 18:20:14,2022-11-28 18:20:43,Unknown,Web,Audience 1,US,North Carolina,"Mitchell, North Carolina, United States",Spruce Pine,Unknown,female,45 - 54,1977,At least once a week,At least once a week,Several times a year,Several times a year,At least once a month,Several times a year,At least once a week,married,zero,high_school,employed_for_wages,finance_and_insurance,white,middle_ii,en,c_level_executive,fiftyone_to_hundrend,28714 US,28777,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.7,
-1779261536,2022-11-28 17:09:23,2022-11-28 17:09:51,Unknown,iOS,Audience 1,US,North Carolina,"Henderson, North Carolina, United States",Hendersonville,Unknown,female,25 - 34,1996,Several times a year,At least once a week,Once a year or less,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,high_school,self_employed,wholesale,white,lower_i,en,supervisor,one,28792 US,28792,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.84,
-304909320,2022-11-29 22:53:26,2022-11-29 22:53:41,Motorola,Android,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Winterville,U.S. Cellular,female,18 - 24,2004,At least once a week,At least once a week,Once a year or less,At least once a week,At least once a week,At least once a week,Several times a year,single,zero,university,student,arts_entertainment_or_recreation,white,prefer_not_to_say,en,not_work,do_not_work,28590 US,28590,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.72,
-2142505802,2022-12-03 16:59:36,2022-12-03 17:00:20,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Jacksonville,Unknown,male,45 - 54,1970,Never,At least once a month,At least once a month,At least once a month,At least once a month,Never,At least once a week,single,one,high_school,unemployed_not_looking,real_estate_rental_or_leasing,white,prefer_not_to_say,en,president_ceo_chairperson,prefer_not_to_say,28540 US,28546,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.43,
1198525541,2022-11-28 20:58:15,2022-11-28 20:58:41,Apple,iOS,Audience 1,US,North Carolina,"Person, North Carolina, United States",Roxboro,Unknown,female,25 - 34,1991,Several times a year,At least once a week,Never,At least once a month,Never,At least once a month,At least once a month,living_with_partner,four,high_school,employed_for_wages,hotel_and_food_services,black,lower_i,en,supervisor,fiftyone_to_hundrend,30008 US,27573,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.57,
547094456,2022-11-28 16:15:45,2022-11-28 16:16:06,Unknown,iOS,Audience 1,US,North Carolina,"Rockingham, North Carolina, United States",Eden,Unknown,male,35 - 44,1983,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,married,zero,university,employed_for_wages,wholesale,white,lower_i,en,faculty_staff,greater_than_fivethousands,27048 US,27288,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.67,
6275045,2022-11-29 06:57:32,2022-11-29 06:58:01,Unknown,Web,Audience 1,US,North Carolina,"Macon, North Carolina, United States",Franklin,Unknown,female,45 - 54,1971,At least once a week,At least once a week,At least once a week,Once a year or less,Several times a year,At least once a month,At least once a month,single,zero,university,employed_for_wages,construction,white,lower_i,en,prefer_not_to_say,six_to_ten,28904 US,28734,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.18,
59745530,2022-11-28 16:05:10,2022-11-28 16:06:13,Apple,iOS,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Raleigh,Unknown,female,18 - 24,2000,Several times a year,Several times a year,At least once a month,At least once a month,At least once a week,Several times a year,At least once a month,living_with_partner,zero,high_school,employed_for_wages,market_research,hispanic,lower_i,en,sales_staff,thousandone_to_fivethousands,27610 US,27606,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.48,
1564315695,2022-11-30 01:33:55,2022-11-30 01:34:26,Samsung,Web,Audience 1,US,North Carolina,"Avery, North Carolina, United States",Newland,Unknown,female,> 54,1962,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,Several times a year,At least once a month,divorced,three,high_school,employed_for_wages,government_and_public_administration,white,middle_ii,en,administrative_clerical,greater_than_fivethousands,28657 US,28657,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.24,
-1174071238,2022-11-29 01:58:35,2022-11-29 01:59:12,Unknown,iOS,Audience 1,US,North Carolina,"Jackson, North Carolina, United States",Sylva,Unknown,male,35 - 44,1978,At least once a month,At least once a week,Once a year or less,At least once a month,Several times a year,Several times a year,At least once a month,single,one,high_school,employed_for_wages,education,white,middle_i,en,business_administrator,thousandone_to_fivethousands,28779 US,28779,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.84,
1364733498,2022-11-30 10:39:12,2022-11-30 10:39:38,Unknown,Web,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,45 - 54,1968,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,single,one,university,employed_for_wages,retail,white,middle_ii,en,chief_technical_officer,fivehundrendsone_to_thousand,28412 US,28412,South,South Atlantic,7,550,Wilmington,1.93,
1470999886,2022-11-28 18:39:39,2022-11-28 18:40:08,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",Greensboro,Unknown,female,> 54,1957,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,prefer_not_to_say,two,postgraduate,other,other,white,lower_i,en,prefer_not_to_say,prefer_not_to_say,27249 US,27406,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,2.76,
-1620672827,2022-12-07 00:31:49,2022-12-07 00:32:23,Unknown,Web,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,> 54,1966,At least once a week,At least once a week,At least once a week,At least once a month,Several times a year,At least once a week,At least once a week,married,two,university,employed_for_wages,education,hispanic,middle_i,"en,es",middle_management,fivehundrendsone_to_thousand,28403 US,28405,South,South Atlantic,7,550,Wilmington,1.93,
-1283616672,2022-11-30 06:35:48,2022-11-30 06:36:19,Unknown,Android,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,female,25 - 34,1988,Once a year or less,Never,Once a year or less,At least once a month,Never,At least once a week,Once a year or less,separated,zero,vocational_technical_college,employed_for_wages,government_and_public_administration,white,lower_i,en,supervisor,eleven_to_twentyfive,28314 US,28306,South,South Atlantic,9,550,Wilmington,0.59,
-2028358637,2022-11-28 16:35:43,2022-11-28 16:36:09,Unknown,Android,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",Greensboro,Unknown,male,18 - 24,2003,Never,At least once a week,Several times a year,Several times a year,Several times a year,At least once a month,At least once a week,single,zero,high_school,employed_for_wages,fashion_apparel,black,middle_ii,en,project_management,twohundrendfiftyone_to_fivehundrends,28273 US,27406,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.58,
826240340,2022-11-28 15:59:55,2022-11-28 16:00:32,Unknown,Android,Audience 1,US,North Carolina,"Stokes, North Carolina, United States",Walnut Cove,Unknown,female,35 - 44,1983,At least once a month,At least once a week,Once a year or less,Several times a year,Several times a year,At least once a month,Never,divorced,zero,vocational_technical_college,unable_to_work,other,white,prefer_not_to_say,en,prefer_not_to_say,do_not_work,27046 US,27052,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.55,
-1994883623,2022-11-28 21:31:43,2022-11-28 21:32:58,Unknown,Android,Audience 1,US,North Carolina,"Pamlico, North Carolina, United States",Oriental,Unknown,male,45 - 54,1977,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,living_with_partner,one,high_school,employed_for_wages,agriculture_forestry_fishing_or_hunting,white,high_iii,en,middle_management,fiftyone_to_hundrend,28556 US,28571,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
-1706581843,2022-12-06 19:55:40,2022-12-06 19:57:09,Unknown,iOS,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,male,16 - 17,2005,At least once a week,Once a year or less,At least once a week,Never,At least once a month,At least once a week,Never,single,two,middle_school,student,other,black,prefer_not_to_say,en,prefer_not_to_say,do_not_work,28348 US,28312,South,South Atlantic,9,550,Wilmington,2.08,
806834767,2022-11-29 02:06:11,2022-11-29 02:06:18,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Swansboro,Unknown,female,25 - 34,1990,Several times a year,At least once a week,Several times a year,Several times a year,Once a year or less,At least once a month,At least once a month,married,three,vocational_technical_college,employed_for_wages,security,white,middle_i,en,c_level_executive,prefer_not_to_say,27858 US,28584,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.57,
-118709150,2022-11-28 16:35:00,2022-11-28 16:35:29,Unknown,iOS,Audience 1,US,North Carolina,"Vance, North Carolina, United States",Henderson,Unknown,male,45 - 54,1972,At least once a week,At least once a week,At least once a week,Several times a year,At least once a month,At least once a week,At least once a week,single,one,high_school,employed_for_wages,other,black,lower_i,en,administrative_clerical,twohundrendfiftyone_to_fivehundrends,27525 US,27537,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),1.43,
